segment_uid,Corridor_Name,Placement_Type,Shapefile_Name,Sequence_Order,Original_Shapefile_Row,Segment_Length_Meters,Start_Lat,Start_Lon,End_Lat,End_Lon,Midpoint_Lat,Midpoint_Lon,network_layer_type,nearest_signal_dist_meters,nearest_bus_stop_dist_meters,Google_Maps_Origin,Google_Maps_Destination,Google_Maps_Midpoint,Polyline_Geometry_String,Topology_Flipped_To_Fit,Continuity_Status,Validation_Checkpoint,attr_id,attr_Length,attr_Corridor,attr_S.no
GUINDY_TAMBARAM_028,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,28,22,398.52,12.91968435,80.17137562,12.92079,80.16788,12.92022915,80.16962516,At-Grade (Ground),5356.17,3084.27,"12.919684350992586,80.1713756228071","12.92079,80.16788","12.92022914986026,80.16962515668669","12.919684350992586,80.1713756228071|12.91991,80.17063|12.92004,80.17021|12.92011,80.16998|12.92017,80.16981|12.92025,80.16956|12.92037,80.16916|12.92051,80.16873|12.92057,80.16853|12.92067,80.16821|12.92079,80.16788",FALSE,Continuous,Intermediate,28,0.399,Guindy-Tambaram,
GUINDY_TAMBARAM_029,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,29,35,592.19,12.92079,80.16788,12.92245523,80.16269445,12.92164528,80.16529491,At-Grade (Ground),5661,3520,"12.92079,80.16788","12.92245523387226,80.16269445429806","12.9216452821454,80.165294908156","12.92079,80.16788|12.92086,80.16763|12.92094,80.1674|12.92098,80.16725|12.92116,80.16671|12.9213,80.1663|12.92132,80.16625|12.92138,80.16606|12.9214,80.16599|12.92142,80.16595|12.92147,80.16581|12.92155,80.16558|12.92157,80.16551|12.92164,80.16531|12.92171,80.16511|12.92174,80.16502|12.92182,80.16476|12.92188,80.16459|12.922,80.1642|12.92212,80.16379|12.92224,80.1634|12.92237,80.16295|12.92244,80.16273|12.92245523387226,80.16269445429806",FALSE,Continuous,Intermediate,29,0.592,Guindy-Tambaram,
GUINDY_TAMBARAM_030,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,30,34,248.29,12.92245523,80.16269445,12.92315414,80.16051983,12.92281153,80.16160936,At-Grade (Ground),5942.72,3902.44,"12.92245523387226,80.16269445429806","12.92315414094503,80.16051983064759","12.922811527178226,80.16160936353906","12.92245523387226,80.16269445429806|12.92247,80.16266|12.92256,80.16238|12.92303,80.16094|12.92315414094503,80.16051983064759",FALSE,Continuous,Intermediate,30,0.248,Guindy-Tambaram,
GUINDY_TAMBARAM_031,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,31,21,599.22,12.92315414,80.16051983,12.92343913,80.15506783,12.92352683,80.15779013,At-Grade (Ground),6274.84,4309.35,"12.92315414094503,80.16051983064759","12.9234391301823,80.15506782545575","12.923526832101713,80.15779012671165","12.92315414094503,80.16051983064759|12.92316,80.1605|12.92323,80.16022|12.92328,80.16004|12.92333,80.15972|12.92335,80.15951|12.92338,80.15925|12.92343,80.15883|12.92345,80.15865|12.92347,80.15838|12.92349,80.15818|12.9235,80.15813|12.92359,80.15699|12.92366,80.15637|12.92366,80.15632|12.92367,80.15607|12.92367,80.156|12.92366,80.15592|12.92365,80.15585|12.92364,80.15576|12.92362,80.15566|12.92358,80.15553|12.92355,80.15546|12.92353,80.15538|12.92346,80.15514|12.92344,80.15507|12.9234391301823,80.15506782545575",FALSE,Continuous,Intermediate,31,0.599,Guindy-Tambaram,
GUINDY_TAMBARAM_032,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,32,20,358.83,12.92343913,80.15506783,12.92267914,80.15185878,12.92304031,80.15346602,At-Grade (Ground),6635.03,4781.01,"12.9234391301823,80.15506782545575","12.9226791366538,80.1518587764994","12.923040312688457,80.15346601623749","12.9234391301823,80.15506782545575|12.92342,80.15502|12.92341,80.15498|12.92337,80.15479|12.92336,80.15475|12.92334,80.15465|12.92323,80.15417|12.92314,80.15387|12.92306,80.15353|12.92286,80.15288|12.92277,80.15249|12.9227,80.15212|12.92268,80.15187|12.9226791366538,80.1518587764994",FALSE,Continuous,Intermediate,32,0.359,Guindy-Tambaram,
GUINDY_TAMBARAM_033,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,33,19,474.05,12.92267914,80.15185878,12.92257457,80.14749256,12.92260851,80.14967601,At-Grade (Ground),6781.85,5194.53,"12.9226791366538,80.1518587764994","12.922574570230159,80.14749255764683","12.922608511820577,80.1496760082848","12.9226791366538,80.1518587764994|12.92267,80.15174|12.92266,80.15133|12.92266,80.15113|12.92266,80.15106|12.92265,80.15093|12.92265,80.15088|12.92265,80.15074|12.92264,80.15053|12.92264,80.15037|12.92263,80.15|12.92261,80.14974|12.92259,80.14888|12.92259,80.14878|12.92259,80.14872|12.92259,80.14839|12.9226,80.1482|12.9226,80.14794|12.92259,80.14767|12.922574570230159,80.14749255764683",FALSE,Continuous,Intermediate,33,0.474,Guindy-Tambaram,
GUINDY_TAMBARAM_034,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,34,18,472.98,12.92257457,80.14749256,12.92244248,80.14313667,12.92249861,80.14531547,At-Grade (Ground),6937.04,5667.26,"12.922574570230159,80.14749255764683","12.922442482312668,80.14313666869542","12.922498608563403,80.14531547402892","12.922574570230159,80.14749255764683|12.92257,80.14744|12.92255,80.14673|12.92254,80.14608|12.92254,80.14582|12.92251,80.14559|12.9225,80.14536|12.92249,80.14504|12.92249,80.14498|12.92248,80.14446|12.92246,80.14413|12.92246,80.14396|12.922442482312668,80.14313666869542",FALSE,Continuous,Intermediate,34,0.473,Guindy-Tambaram,
GUINDY_TAMBARAM_035,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,35,17,296.25,12.92244248,80.14313667,12.92237988,80.14040758,12.9223806,80.14177289,At-Grade (Ground),7086.84,6051.57,"12.922442482312668,80.14313666869542","12.92237987682578,80.14040757757365","12.922380602482056,80.1417728943181","12.922442482312668,80.14313666869542|12.92244,80.14302|12.92239,80.14213|12.92238,80.14175|12.92238,80.1414|12.92238,80.14041|12.92237987682578,80.14040757757365",FALSE,Continuous,Intermediate,35,0.296,Guindy-Tambaram,
GUINDY_TAMBARAM_036,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,36,16,581.58,12.92237988,80.14040758,12.92255,80.13505419,12.92243348,80.13773115,At-Grade (Ground),7260.13,6488.76,"12.92237987682578,80.14040757757365","12.92255,80.13505418901556","12.922433476514158,80.1377311542049","12.92237987682578,80.14040757757365|12.92235,80.13982|12.92235,80.13914|12.92237,80.13877|12.9224,80.13845|12.92242,80.13825|12.92244,80.13748|12.92247,80.13704|12.9225,80.13666|12.92252,80.13609|12.92253,80.13592|12.92253,80.13556|12.92255,80.13506|12.92255,80.13505418901556",FALSE,Continuous,Intermediate,36,0.582,Guindy-Tambaram,
GUINDY_TAMBARAM_037,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,37,15,260.71,12.92255,80.13505419,12.92266,80.13265499,12.92263353,80.13385586,At-Grade (Ground),7432.26,6907.18,"12.92255,80.13505418901556","12.92266,80.1326549932292","12.922633530497599,80.13385585955042","12.92255,80.13505418901556|12.92255,80.135|12.9226,80.13438|12.92262,80.13414|12.92266,80.1333|12.92266,80.13307|12.92266,80.1326549932292",FALSE,Continuous,Intermediate,37,0.261,Guindy-Tambaram,
GUINDY_TAMBARAM_038,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,38,14,180.05,12.92266,80.13265499,12.92275004,80.13099794,12.9227038,80.13182643,At-Grade (Ground),7533.52,7126.62,"12.92266,80.1326549932292","12.92275003749647,80.13099793769413","12.922703801947312,80.13182643183141","12.92266,80.1326549932292|12.92266,80.13261|12.92275,80.131|12.92275003749647,80.13099793769413",FALSE,Continuous,Intermediate,38,0.18,Guindy-Tambaram,
GUINDY_TAMBARAM_039,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,39,13,386.51,12.92275004,80.13099794,12.92288,80.12744,12.92282143,80.12921852,At-Grade (Ground),7668.42,7408.53,"12.92275003749647,80.13099793769413","12.92288,80.12744","12.922821432262461,80.12921851606308","12.92275003749647,80.13099793769413|12.92276,80.13045|12.92279,80.13006|12.9228,80.12984|12.92281,80.12948|12.92282,80.12924|12.92283,80.12909|12.92283,80.12891|12.92283,80.12888|12.92288,80.12823|12.92288,80.12815|12.92288,80.128|12.92287,80.12789|12.92288,80.12744",FALSE,Continuous,Intermediate,39,0.387,Guindy-Tambaram,
GUINDY_TAMBARAM_040,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,40,33,188.8,12.92288,80.12744,12.92294916,80.12570117,12.92291458,80.12657058,At-Grade (Ground),7815.92,7695.01,"12.92288,80.12744","12.922949158098726,80.12570116780347","12.922914579049362,80.12657058390174","12.92288,80.12744|12.922949158098726,80.12570116780347",FALSE,Continuous,Intermediate,40,0.189,Guindy-Tambaram,
GUINDY_TAMBARAM_041,Guindy-Tambaram,Guindy-Tambaram,Guindy_Tambaram.shp,41,12,1092.7,12.92294916,80.12570117,12.92407,80.11573,12.92322201,80.12067586,At-Grade (Ground),8162.31,8332.55,"12.922949158098726,80.12570116780347","12.92407,80.11573","12.92322201157713,80.12067586107445","12.922949158098726,80.12570116780347|12.92295,80.12568|12.92298,80.12477|12.92299,80.12439|12.92302,80.1241|12.92302,80.12383|12.92306,80.12309|12.92311,80.12216|12.92316,80.12141|12.9232,80.12094|12.92323,80.12058|12.92329,80.11998|12.92334,80.11935|12.92338,80.1191|12.92339,80.11886|12.92341,80.11859|12.92343,80.11842|12.92345,80.1183|12.92345,80.11824|12.92357,80.11775|12.92363,80.11752|12.92368,80.11733|12.9237,80.11724|12.92373,80.11715|12.92378,80.11697|12.92382,80.11679|12.92402,80.11592|12.92407,80.11573",FALSE,Continuous,CORRIDOR_END_NODE,41,1.093,Guindy-Tambaram,
TAMBARAM_GUINDY_001,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,1,0,1091.65,12.92418,80.11576,12.92306828,80.1257108,12.92331775,80.12068846,At-Grade (Ground),8153.1,8330.8,"12.92418,80.11576","12.923068275151444,80.12571080086705","12.923317745212405,80.12068846294676","12.92418,80.11576|12.92417,80.11578|12.92415,80.11581|12.92414,80.11583|12.92413,80.11586|12.92411,80.11589|12.9241,80.11593|12.92404,80.11618|12.924,80.11632|12.92389,80.11679|12.92385,80.11697|12.9238,80.11714|12.92378,80.11725|12.92375,80.11735|12.9237,80.11755|12.92364,80.11776|12.92362,80.11788|12.92359,80.118|12.92358,80.11803|12.92354,80.11821|12.92351,80.11839|12.92349,80.11857|12.92348,80.11873|12.92346,80.11903|12.92345,80.11911|12.92343,80.11938|12.92342,80.11963|12.92339,80.11989|12.92337,80.12015|12.92337,80.12023|12.92335,80.12034|12.92333,80.12057|12.9233,80.12086|12.92325,80.12181|12.92323,80.1223|12.92322,80.12248|12.92321,80.12256|12.92317,80.12359|12.92312,80.12442|12.92307,80.12568|12.923068275151444,80.12571080086705",FALSE,Continuous,CORRIDOR_START_NODE,1,1.09,Tambaram-Guindy,
TAMBARAM_GUINDY_002,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,2,12,188.95,12.92306828,80.1257108,12.92298,80.12745,12.92301959,80.12658024,At-Grade (Ground),7805.69,7693.44,"12.923068275151444,80.12571080086705","12.92298,80.12745","12.923019586382871,80.126580243163","12.923068275151444,80.12571080086705|12.923,80.12693|12.92298,80.12733|12.92298,80.12745",FALSE,Continuous,Intermediate,2,0.19,Tambaram-Guindy,
TAMBARAM_GUINDY_003,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,3,34,384.22,12.92298,80.12745,12.92282,80.1309865,12.92288919,80.12921809,At-Grade (Ground),7662.09,7408.22,"12.92298,80.12745","12.92282,80.13098649531604","12.922889189730444,80.12921809268235","12.92298,80.12745|12.92295,80.12787|12.92294,80.12809|12.92294,80.12819|12.92294,80.12822|12.9229,80.12891|12.92288,80.12948|12.92286,80.12982|12.92285,80.13001|12.92284,80.13006|12.92284,80.13038|12.92282,80.13098|12.92282,80.13098649531604",FALSE,Continuous,Intermediate,3,0.38,Tambaram-Guindy,
TAMBARAM_GUINDY_004,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,4,13,180.22,12.92282,80.1309865,12.92273873,80.13264418,12.9228058,80.13181685,At-Grade (Ground),7524.29,7127.08,"12.92282,80.13098649531604","12.922738727109495,80.13264418491957","12.922805796107463,80.13181684986272","12.92282,80.13098649531604|12.92282,80.13127|12.9228,80.13204|12.92274,80.13262|12.922738727109495,80.13264418491957",FALSE,Continuous,Intermediate,4,0.18,Tambaram-Guindy,
TAMBARAM_GUINDY_005,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,5,14,262.37,12.92273873,80.13264418,12.92263998,80.13506017,12.92268458,80.13385208,At-Grade (Ground),7427.5,6907.28,"12.922738727109495,80.13264418491957","12.922639981369647,80.13506016767316","12.92268458334881,80.13385208307025","12.922738727109495,80.13264418491957|12.92272,80.133|12.9227,80.13359|12.92265,80.13444|12.92264,80.13506|12.922639981369647,80.13506016767316",FALSE,Continuous,Intermediate,5,0.26,Tambaram-Guindy,
TAMBARAM_GUINDY_006,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,6,15,581.15,12.92263998,80.13506017,12.92244952,80.14040827,12.92250941,80.13773416,At-Grade (Ground),7252.42,6487.92,"12.922639981369647,80.13506016767316","12.922449521218681,80.1404082698577","12.9225094101053,80.13773415747279","12.922639981369647,80.13506016767316|12.92261,80.13533|12.9226,80.13587|12.92257,80.13652|12.92255,80.13713|12.92252,80.13748|12.9225,80.13796|12.9225,80.13817|12.92248,80.13841|12.92244,80.13879|12.92243,80.13896|12.92243,80.13914|12.92243,80.13933|12.92242,80.13961|12.92243,80.13993|12.922449521218681,80.1404082698577",FALSE,Continuous,Intermediate,6,0.58,Tambaram-Guindy,
TAMBARAM_GUINDY_007,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,7,16,294.72,12.92244952,80.14040827,12.92254203,80.14312231,12.92248,80.141766,At-Grade (Ground),7076.97,6051.59,"12.922449521218681,80.1404082698577","12.922542027757938,80.14312230533733","12.92248,80.14176600257592","12.922449521218681,80.1404082698577|12.92245,80.14042|12.92246,80.14114|12.92248,80.14156|12.92248,80.14203|12.9225,80.14244|12.92253,80.14288|12.92254,80.14301|12.92254,80.1431|12.922542027757938,80.14312230533733",FALSE,Continuous,Intermediate,7,0.29,Tambaram-Guindy,
TAMBARAM_GUINDY_008,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,8,17,471.41,12.92254203,80.14312231,12.92266,80.14746418,12.92261416,80.14529311,At-Grade (Ground),6925.81,5668.8,"12.922542027757938,80.14312230533733","12.92266,80.14746418281356","12.922614155422401,80.14529310844803","12.922542027757938,80.14312230533733|12.92256,80.14332|12.92256,80.1435|12.92257,80.14366|12.92257,80.14383|12.92259,80.14443|12.92261,80.14521|12.92263,80.14561|12.92263,80.14566|12.92265,80.14592|12.92267,80.14662|12.92267,80.14696|12.92266,80.14746|12.92266,80.14746418281356",FALSE,Continuous,Intermediate,8,0.47,Tambaram-Guindy,
TAMBARAM_GUINDY_009,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,9,18,476.91,12.92266,80.14746418,12.92277,80.15185466,12.92271687,80.14965831,At-Grade (Ground),6770.84,5195.58,"12.92266,80.14746418281356","12.92277,80.15185465583288","12.922716867211546,80.14965830899052","12.92266,80.14746418281356|12.92266,80.14767|12.92266,80.14797|12.92265,80.14824|12.92265,80.14827|12.92265,80.14836|12.92265,80.14846|12.92264,80.14859|12.92265,80.14883|12.92268,80.14907|12.92269,80.14922|12.9227,80.14938|12.92272,80.14971|12.92273,80.14998|12.92274,80.15026|12.92275,80.15069|12.92276,80.15081|12.92276,80.15096|12.92277,80.15116|12.92276,80.15144|12.92277,80.15175|12.92277,80.15185465583288",FALSE,Continuous,Intermediate,9,0.48,Tambaram-Guindy,
TAMBARAM_GUINDY_010,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,10,19,352.97,12.92277,80.15185466,12.92352002,80.15501009,12.92312369,80.15343431,At-Grade (Ground),6626.77,4783.81,"12.92277,80.15185465583288","12.923520021942615,80.15501008777046","12.923123685667537,80.15343431151832","12.92277,80.15185465583288|12.92277,80.15186|12.92278,80.152|12.92278,80.15203|12.92281,80.15223|12.92281,80.15226|12.92282,80.1523|12.92286,80.1525|12.92295,80.15288|12.92304,80.15313|12.92315,80.15353|12.92322,80.15383|12.92343,80.15464|12.92352,80.15501|12.923520021942615,80.15501008777046",FALSE,Continuous,Intermediate,10,0.35,Tambaram-Guindy,
TAMBARAM_GUINDY_011,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,11,20,607.45,12.92352002,80.15501009,12.92326601,80.16054276,12.92361877,80.15777477,At-Grade (Ground),6271.88,4310.36,"12.923520021942615,80.15501008777046","12.92326601291652,80.16054275866713","12.923618768894617,80.15777477326459","12.923520021942615,80.15501008777046|12.92363,80.15545|12.92372,80.15579|12.92374,80.15587|12.92375,80.15595|12.92375,80.15602|12.92375,80.15618|12.92364,80.15746|12.92362,80.15776|12.92359,80.15812|12.92358,80.15819|12.92354,80.15856|12.92352,80.15883|12.9235,80.15899|12.92349,80.15911|12.92347,80.15939|12.92347,80.15942|12.92345,80.15958|12.92345,80.15969|12.92343,80.15985|12.92342,80.15989|12.9234,80.16001|12.9234,80.16002|12.92338,80.16014|12.92336,80.16021|12.92329,80.16047|12.92328,80.16049|12.92327,80.16053|12.92326601291652,80.16054275866713",FALSE,Continuous,Intermediate,11,0.61,Tambaram-Guindy,
TAMBARAM_GUINDY_012,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,12,21,251.26,12.92326601,80.16054276,12.92255,80.16274,12.92291258,80.16164303,At-Grade (Ground),5934.19,3897.79,"12.92326601291652,80.16054275866713","12.92255,80.16274","12.922912584127708,80.16164303412486","12.92326601291652,80.16054275866713|12.92307,80.16117|12.92306,80.16121|12.9229,80.16168|12.92257,80.1627|12.92255,80.16274",FALSE,Continuous,Intermediate,12,0.25,Tambaram-Guindy,
TAMBARAM_GUINDY_013,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,13,35,590.36,12.92255,80.16274,12.92089,80.16791,12.92172603,80.16532656,At-Grade (Ground),5653.4,3515.38,"12.92255,80.16274","12.92089,80.16791","12.921726032640974,80.16532655786342","12.92255,80.16274|12.92247,80.16298|12.92247,80.163|12.92238,80.16327|12.92231,80.16347|12.92224,80.16368|12.92219,80.16385|12.92214,80.16402|12.92205,80.1643|12.92196,80.16458|12.92185,80.16493|12.9218,80.16508|12.92171,80.16538|12.92161,80.16566|12.92153,80.1659|12.92127,80.16672|12.92116,80.16704|12.92106,80.16733|12.92096,80.16767|12.92089,80.16791",FALSE,Continuous,Intermediate,13,0.59,Tambaram-Guindy,
TAMBARAM_GUINDY_014,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,14,36,398.92,12.92089,80.16791,12.91978296,80.1714089,12.92033171,80.1696582,At-Grade (Ground),5346.66,3078.42,"12.92089,80.16791","12.919782960068021,80.17140889974492","12.920331706009293,80.1696581995684","12.92089,80.16791|12.92077,80.16829|12.92066,80.16862|12.92039,80.16946|12.92024,80.16997|12.9201,80.17037|12.92005,80.17053|12.91999,80.17072|12.91986,80.17112|12.919782960068021,80.17140889974492",FALSE,Continuous,Intermediate,14,0.4,Tambaram-Guindy,
TAMBARAM_GUINDY_015,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,15,22,583.36,12.91978296,80.1714089,12.91845009,80.17660947,12.91907849,80.17400007,At-Grade (Ground),5058.8,2656.07,"12.919782960068021,80.17140889974492","12.918450091672309,80.17660947288422","12.919078492548767,80.17400007085067","12.919782960068021,80.17140889974492|12.91978,80.17142|12.91969,80.17173|12.91952,80.17235|12.91936,80.17295|12.91915,80.17372|12.91903,80.17419|12.91894,80.17454|12.91892,80.17464|12.91891,80.17467|12.91886,80.17486|12.91871,80.17552|12.91859,80.17597|12.91853,80.17618|12.91849,80.17638|12.918450091672309,80.17660947288422",FALSE,Continuous,Intermediate,15,0.58,Tambaram-Guindy,
TAMBARAM_GUINDY_016,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,16,23,274.3,12.91845009,80.17660947,12.9189358,80.17891496,12.91828486,80.17785374,At-Grade (Ground),4806.29,2290.67,"12.918450091672309,80.17660947288422","12.9189357973208,80.17891495678496","12.918284859783935,80.1778537380554","12.918450091672309,80.17660947288422|12.91845,80.17661|12.91835,80.17711|12.91829,80.17743|12.91828,80.17758|12.91828,80.17771|12.91828,80.17781|12.91829,80.1779|12.9183,80.17796|12.91832,80.17802|12.91836,80.17812|12.91842,80.17821|12.91884,80.1788|12.9189357973208,80.17891495678496",FALSE,Continuous,Intermediate,16,0.27,Tambaram-Guindy,
TAMBARAM_GUINDY_017,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,17,24,184.81,12.9189358,80.17891496,12.91953959,80.18047817,12.91933057,80.17965559,At-Grade (Ground),4585.58,2066.38,"12.9189357973208,80.17891495678496","12.919539594326043,80.1804781744672","12.919330567955228,80.17965559027463","12.9189357973208,80.17891495678496|12.91894,80.17892|12.91901,80.17905|12.91914,80.17919|12.9192,80.17932|12.91923,80.17938|12.91926,80.17948|12.9193,80.17957|12.91935,80.17971|12.91939,80.17984|12.91941,80.17993|12.91944,80.18005|12.9195,80.18031|12.91952,80.18039|12.919539594326043,80.1804781744672",FALSE,Continuous,Intermediate,17,0.18,Tambaram-Guindy,
TAMBARAM_GUINDY_018,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,18,28,2103.24,12.91953959,80.18047817,12.92073486,80.19676455,12.91797793,80.18910325,At-Grade (Ground),4045.91,1269.77,"12.919539594326043,80.1804781744672","12.9207348610704,80.19676454930726","12.917977934892255,80.1891032451693","12.919539594326043,80.1804781744672|12.91954,80.18048|12.91954,80.18052|12.91962,80.18086|12.91974,80.18138|12.91976,80.18147|12.91976,80.18148|12.9198,80.18166|12.91983,80.18181|12.91984,80.18184|12.91988,80.18202|12.91992,80.1822|12.91995,80.18238|12.91997,80.18245|12.91999,80.18255|12.91999,80.18256|12.92001,80.18265|12.92004,80.18274|12.92008,80.18292|12.92012,80.1831|12.92014,80.18319|12.92016,80.18328|12.92022,80.18354|12.92024,80.18363|12.92024,80.18364|12.92026,80.18372|12.92028,80.18382|12.9203,80.18392|12.92032,80.18397|12.92032,80.18398|12.92032,80.184|12.9204,80.18436|12.92042,80.18442|12.92043,80.18447|12.92047,80.18468|12.92048,80.1847|12.92052,80.18488|12.92054,80.18497|12.92058,80.18515|12.92059,80.18523|12.9206,80.18529|12.92061,80.18533|12.92061,80.18535|12.92061,80.1854|12.92061,80.18545|12.92061,80.1855|12.9206,80.18551|12.9206,80.18554|12.92059,80.18559|12.92057,80.18569|12.92056,80.18572|12.92054,80.18576|12.92053,80.1858|12.92051,80.18584|12.92049,80.18588|12.92042,80.18597|12.92041,80.18599|12.92038,80.18603|12.92033,80.18611|12.92031,80.18614|12.92022,80.18625|12.9202,80.18629|12.9201,80.18642|12.92009,80.18643|12.92006,80.18646|12.91998,80.18656|12.91997,80.18657|12.91962,80.187|12.91951,80.18714|12.9195,80.18714|12.91948,80.18716|12.9194,80.18727|12.91939,80.18728|12.91937,80.18731|12.91929,80.18741|12.91926,80.18745|12.91923,80.18748|12.91919,80.18754|12.91914,80.18761|12.91912,80.18763|12.91901,80.18777|12.919,80.18778|12.91896,80.18783|12.9189,80.18791|12.91878,80.18806|12.91867,80.1882|12.91867,80.18821|12.91856,80.18835|12.91852,80.1884|12.91847,80.18846|12.91846,80.18847|12.91836,80.1886|12.91835,80.18861|12.91798,80.1891|12.91784,80.18932|12.91783,80.18934|12.91772,80.18958|12.91768,80.18966|12.91762,80.18983|12.91761,80.18984|12.91761,80.18985|12.91756,80.19|12.91752,80.19016|12.91752,80.19017|12.91752,80.19018|12.91748,80.19036|12.91748,80.19038|12.91746,80.19056|12.91744,80.19074|12.91742,80.19094|12.91741,80.19111|12.91739,80.19126|12.91739,80.19128|12.91739,80.1913|12.91735,80.19169|12.91733,80.1918|12.91732,80.19192|12.9173,80.1921|12.91728,80.19226|12.91726,80.19242|12.91726,80.19246|12.91725,80.19257|12.91723,80.19278|12.91721,80.19296|12.9172,80.19315|12.91718,80.19333|12.91718,80.1934|12.91717,80.19347|12.91716,80.19365|12.91715,80.19371|12.91715,80.1938|12.91715,80.19383|12.91715,80.19385|12.91716,80.1939|12.91716,80.19394|12.91718,80.194|12.91718,80.19401|12.9172,80.19407|12.91721,80.1941|12.91725,80.19418|12.91726,80.1942|12.91728,80.19423|12.9173,80.19427|12.91731,80.19428|12.91738,80.19438|12.91741,80.19441|12.91747,80.19448|12.9175,80.19451|12.91751,80.19452|12.91756,80.19457|12.91763,80.19463|12.91764,80.19464|12.91767,80.19467|12.91776,80.19476|12.91777,80.19477|12.91778,80.19477|12.9179,80.19487|12.91794,80.19491|12.91804,80.19501|12.91817,80.19513|12.91824,80.19519|12.9183,80.19525|12.91844,80.19538|12.91857,80.19551|12.91859,80.19552|12.9186,80.19553|12.91864,80.19557|12.91871,80.19563|12.91874,80.19566|12.91878,80.19569|12.91888,80.1958|12.91891,80.19582|12.91904,80.19594|12.91913,80.19602|12.91933,80.19617|12.91944,80.19624|12.91953,80.19629|12.91971,80.19638|12.9198,80.19642|12.91997,80.19649|12.92015,80.19655|12.92026,80.19659|12.92034,80.19662|12.9204,80.19664|12.92046,80.19666|12.92072,80.19676|12.9207348610704,80.19676454930726",FALSE,Continuous,Intermediate,18,2.1,Tambaram-Guindy,
TAMBARAM_GUINDY_019,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,19,25,175.92,12.92073486,80.19676455,12.92224793,80.19725436,12.92148993,80.19701767,At-Grade (Ground),3285.21,505.92,"12.9207348610704,80.19676454930726","12.922247928385344,80.19725435712594","12.921489934849118,80.19701766724965","12.9207348610704,80.19676454930726|12.92121,80.19691|12.92173,80.19711|12.92176,80.19712|12.92201,80.19721|12.9222,80.19725|12.922247928385344,80.19725435712594",FALSE,Continuous,Intermediate,19,0.18,Tambaram-Guindy,
TAMBARAM_GUINDY_020,Guindy-Tambaram,Guindy-Tambaram,Tambaram_Guindy.shp,20,38,430.67,12.92224793,80.19725436,12.92612931,80.19747993,12.92418306,80.19744,At-Grade (Ground),2996.9,206.09,"12.922247928385344,80.19725435712594","12.926129305484674,80.19747993054847","12.92418306308341,80.19744","12.922247928385344,80.19725435712594|12.92231,80.19726|12.92242,80.19728|12.92254,80.19729|12.92268,80.19732|12.92277,80.19733|12.92292,80.19735|12.923328685878682,80.19739983974131|12.92333,80.1974|12.92342,80.19741|12.92385,80.19744|12.92455,80.19744|12.92479,80.19744|12.92498,80.19745|12.92511,80.19745|12.92541,80.19746|12.92561,80.19746|12.92567,80.19746|12.92603,80.19747|12.926129305484674,80.19747993054847",FALSE,Continuous,Intermediate,20,0.43,Tambaram-Guindy,
